,VarImp,STD
EI_Glyceric acid-3-phosphate (4TMS),2.3650562494660856,0.014110604267759624
EI_Glyceric acid-2-phosphate (4TMS),2.2322299006835244,0.014555330271359107
EI_C0257,2.231485957555084,0.012357677847758573
EI_C1013,2.227618417002397,0.01415320080917992
EI_C0992,2.1918278533915037,0.012054932822971756
EI_C0189,2.170980916709847,0.01224092763840958
EI_C0847,2.1676402052926673,0.012180452619571815
EI_C0133,2.121611423822233,0.011399861895181855
EI_C0176,2.112142306375901,0.010903633534207598
EI_C0278,2.106920327757438,0.011111311115907657
EI_Erythronic acid (4TMS),2.0529812522188773,0.012244396747527505
EI_C0530,2.0407341824038046,0.013456872354456502
EI_C0400,2.031943972017836,0.011532531490117173
EI_C0255,2.0206814819917094,0.013032435013680215
EI_C1258,2.0120499440734196,0.010757619248318726
EI_Aspartic acid (2TMS),2.0022062330545283,0.012284612518060739
EI_C0746,1.9917116303078284,0.014673991830571631
EI_Malic acid (3TMS),1.987282291582323,0.010989384813428437
EI_Threonine (2TMS),1.9824357228121043,0.01126422592454832
EI_C1245,1.9551769218213564,0.01121452595501292
"EI_Homoserine, beta-, DL- (3TMS)_2",1.9352057359225827,0.011094201642627654
EI_C0230,1.927211291925357,0.010513876924062505
EI_C0719,1.9223355037321952,0.014628896495253996
EI_C0165,1.9202317722474953,0.019756277630899606
EI_Serine (2TMS),1.9170447970287605,0.011292738830205042
EI_C0838,1.9068137461127732,0.014310144769987435
EI_C0709,1.9051859644943099,0.01468197696310335
EI_C0191,1.9022620604063136,0.010101661812053388
EI_C0238,1.8983238142363579,0.011038694391629664
EI_C0993,1.8839713067560455,0.01104220463853676
EI_C0711,1.8751470901629608,0.012321356087570491
EI_C0910,1.867281667122682,0.010300649829154145
EI_C0399,1.8624179729607613,0.010139801870055119
"EI_Norvaline, DL- (2TMS)",1.8528340384244057,0.012774641266959092
EI_C1009,1.8513137487995701,0.009503352532584065
EI_C0843,1.83197019703952,0.010696019247761769
EI_Sarcosine (2TMS),1.8302396280025641,0.01645127851128266
EI_C1035,1.824418522839756,0.011297147862598847
EI_C0279,1.8117984067820665,0.015367660056202178
EI_C0457,1.8014843769645768,0.01680703600525096
EI_NA_9,1.80068148355035,0.010762662022573631
EI_C0253,1.7768451326431156,0.012686018814245137
EI_C0834,1.773398102210582,0.01758418531243856
EI_C0237,1.7539878241275015,0.034446832191271905
EI_Citric acid (4TMS),1.7501788100297164,0.011828737603176348
EI_C1248,1.7484581649659452,0.013526498862021162
EI_C0158,1.7349498717730012,0.017689503281607344
EI_C1255,1.7344607430934946,0.020297909232252092
EI_C1156,1.731709803335807,0.09471717565583787
EI_C1041,1.7316298753404529,0.0955548314256329
EI_C1181,1.7286494318035863,0.08548854424889274
EI_C0997,1.7275195275945587,0.03771697779118908
EI_C0833,1.7264374976754888,0.015166170968992648
EI_C0401,1.7246986581682482,0.0
EI_C0545,1.7218666974003884,0.06352796229409916
"EI_Butanoic acid, 2,4-dihydroxy- (3TMS)",1.720762630885286,0.038258534979380344
EI_C0339,1.7175463880612962,0.07036415956979247
EI_C0766,1.71544748363067,0.08531045400700489
EI_C0505,1.7149522650186186,0.015207757471467949
EI_C0894,1.71374396034502,0.0
EI_C0357,1.712495449978745,0.05285360775016175
EI_C1005,1.7078253522797955,0.07195005358836237
EI_C0602,1.7025148965635901,0.06740187777479156
EI_C0423,1.7002997773623139,0.055303358715330084
EI_C0424,1.6999846377651944,0.07428022240648728
EI_C1191,1.6985337570481478,0.07702358668914464
EI_C1189,1.6985189490068722,0.0374451644381678
EI_C0521,1.697054321575587,0.04603202049493704
EI_C1053,1.6944470308195099,0.03280662141362399
EI_C0293,1.6941880125788802,0.06680968251049589
"EI_Homoserine, beta-, DL- (3TMS)",1.6940101211926177,0.03725131306858878
EI_C0912,1.693555891156914,0.07172102957552721
EI_Aspartic acid (4TMS),1.6934607228454657,0.08040676662279056
EI_C0097,1.6928943344891874,0.033766101750157394
"EI_Pentadecan-1-ol, n- (1TMS)",1.6919584151549532,0.03019329154543129
EI_NA_10,1.6913757070486946,0.02439300628860733
EI_C0409,1.690454794315119,0.014057547678840666
EI_C0846,1.6899324351713203,0.053699717434876115
EI_C0422,1.688964657207379,0.01620864668629096
EI_C1027,1.6875565584898549,0.06244045894918742
EI_C0438,1.6872317231661467,0.05198344246605513
EI_C0918,1.6863174073703644,0.0
EI_C0418,1.685861146360812,0.022152278427651086
EI_C0682,1.6858177144696387,0.019569700362922837
EI_Phosphoric acid (3TMS),1.685461024066576,0.016347813731315886
EI_C0324,1.6850484453600039,0.04927589366491653
EI_C0214,1.684449983917475,0.010131494280912796
EI_C0459,1.684363522080956,0.0
EI_C0376,1.6842481779564118,0.0
"EI_Benzimidazole, 5,6-dimethyl- (1TMS)",1.6833075029404405,0.026615531073923827
EI_C0131,1.68258830080168,0.05218043715001483
EI_Alanine (3TMS),1.6823875917363087,0.047701353309730035
EI_C0515,1.6822706450631804,0.043850799640233536
EI_C0638,1.6821940101649253,0.03382017365438557
EI_C0348,1.6817964358853574,0.05605683949207818
EI_C0610,1.681009252030697,0.05752803125700264
EI_C0267,1.6808143662842285,0.04219027089977198
EI_C0708,1.6807349685556923,0.0
EI_C0088,1.6800180634522555,0.03038835977050564
EI_Serine (4TMS),1.679958643271597,0.05040345699633128
